TOOLTIP_ACCE_ATTR_MAX_INFO	(max. %s)
LOGIN_FAILURE_WRONG_PASSWORD	Nombre de cuenta o contraseña incorrectos
LOGIN_INPUT_ID	Introduce el ID.
LOGIN_INPUT_PASSWORD	Introduce la contraseña.
LOGIN_PROCESSING	Proceso de entrada activado.
MALL_CANNOT_INSERT	No puedes poner el objeto.
MALL_PASSWORD_TITLE	Contraseña
MAP_A1	Área Yongan
MAP_A2	Valle de Seungryong
MAP_A3	Área Yayang
MAP_AG	Jungrang
MAP_B1	Área Joan
MAP_B2	Valle de Imji
MAP_B3	Área Bokjung
MAP_BG	Waryong
MAP_C1	Área Pyungmoo
MAP_C2	Valle de Bangsan
MAP_C3	Área Bakra
MAP_CG	Imha
MAP_DESERT	Desierto Yongbi
MAP_FLAME	Doyyumhwan
MAP_NUSLUCK	Tierra de Gigantes
MAP_SKELTOWER	Torre Gumsan
MAP_SNOW	Monte Sohan
MAP_SPIDER	Kuahlo Dong
MAP_TEMPLE	Templo Hwang
MAP_TREE	Lungsam
MAP_TRENT02	Bosque Rojo
MAP_WL	Campo Serpiente
MESSENGER_ADD_FRIEND	Añadir Amigo
MESSENGER_DO_YOU_ACCEPT_ADD_FRIEND_1	%s te añadió como amigo.
MESSENGER_DO_YOU_ACCEPT_ADD_FRIEND_2	¿Aceptar?
MESSENGER_DO_YOU_DELETE	¿Borrar?
MESSENGER_DO_YOU_DELETE_PHONE_NUMBER	¿Deseas borrar el número de teléfono movil?
MESSENGER_DO_YOU_MOVE	¿Deseas continuar?
MESSENGER_EMPTY_LIST	Vacío
MESSENGER_FAMILY	Familia
MESSENGER_FRIEND	Amigo
MESSENGER_GUILD	Gremio
MESSENGER_INPUT_MOBILE_AUTHORITY_DESCRIPTION	Introducir el código de confirmación que fue enviado a tu teléfono móvil.
MESSENGER_INPUT_MOBILE_AUTHORITY_TITLE	Intruducir número de confirmación
MESSENGER_INPUT_MOBILE_PHONE_NUMBER_1	Introducir el número de teléfono móvil para el envío del mensaje de texto.
MESSENGER_INPUT_MOBILE_PHONE_NUMBER_2	¿Deseas introducir el número ahora?
MESSENGER_INPUT_MOBILE_PHONE_NUMBER_TITLE	Introducir número de móvil.
MESSENGER_SEND_MOBILE_MESSAGE_TITLE	Enviar mensaje.
MINIMAP	Mini Mapa
MINIMAP_CANNOT_SEE	El Mini Mapa no puede ser visto.
MINIMAP_CAN_NOT_SHOW_AREAMAP	El Mini Mapa no puede ser mostrado.
MINIMAP_DEC_SCALE	Minimizar
MINIMAP_INC_SCALE	Maximizar
MINIMAP_OBSERVER_COUNT	%d observadores
MINIMAP_SHOW_AREAMAP	Mapa Grande
MINUTE	Minutos
MONETARY_UNIT0	Yang
MONETARY_UNIT1	Diez Mil
MONETARY_UNIT2	Cien billones
MONETARY_UNIT_GAYA	Gaya
MOVE_ITEM_FAILURE_PRIVATE_SHOP	No puedes mover el objeto cuando tienes abierto un almacén privado.
MUSIC_EMPTY_MUSIC_LIST	Sin música de fondo.
MUSIC_METIN2_DEFAULT_THEMA	Metin2 música estándar
MUSIC_NOT_SELECT_MUSIC	No elegido archivo de música.
NEEFD_REST	Primero debes descansar.
NOT_YET_SUPPORT	Aún no soportado
OPTION_PVPMODE_CANNOT_SET_GUILD_MODE	No puedes activar el Modo Gremio cuando no perteneces a ningún gremio.
OPTION_PVPMODE_NOT_SUPPORT	No puedes elegir esta configuración en modo PvP.
OPTION_PVPMODE_PROTECT	Tienes que tener al menos el nivel %d para poder usar el modo PvP.
PARTY_BONUS_ATTACKER	Valor de ataque: +%d	SA
PARTY_BONUS_BERSERKER	Velocidad de ataque: +%d	SA
PARTY_BONUS_BUFFER	Duración de Habilidad: +%d	SA
PARTY_BONUS_DEFENDER	Defensa: +%d	SA
PARTY_BONUS_EXP	Bono EXP: %d%%	SA
PARTY_BONUS_SKILL_MASTER	Max. SP: +%d	SA
PARTY_BONUS_TANKER	Max. HP: +%d	SA
PARTY_BREAK_UP	Borrar Grupo
PARTY_DO_YOU_ACCEPT	 quiere unirse al Grupo.
PARTY_DO_YOU_JOIN	, ¿deseas aceptar la invitación?
PARTY_EXP_DISTRIBUTION_MODE	Distribución de EXP
PARTY_EXP_DISTRIBUTION_MODE_LEVEL	Distribución de Nivel
PARTY_EXP_DISTRIBUTION_MODE_LEVEL_TOOLTIP	Un nivel más alto recibe más EXP.
PARTY_EXP_DISTRIBUTION_MODE_PARITY	Distribucion uniforme
PARTY_EXP_DISTRIBUTION_MODE_PARITY_TOOLTIP	Todos los miembros del grupo reciben la misma EXP.
PARTY_HEAL_ALL_MEMBER	Restaurar todo.
PARTY_INCREASE_AREA_150	Alcance del grupo aumentado por el factor 1.5.	SNA
PARTY_INCREASE_AREA_200	Rango del grupo aumentado por el factor 2.	SNA
PARTY_LEAVE	Salir del grupo.
PARTY_LONGTIME_BONUS_EXP	Bono EXP por un largo juego en grupo: +%d%%	SA
PARTY_MEMBER_OFFLINE	[Desconectado]
PARTY_RECALL_MEMBER	Llamar miembro del grupo.
PARTY_REGEN_BONUS	Bono por HP- + SP regeneración: +%d%%	SA
PARTY_REQUEST_DENIED	Has rechazado la invitación al grupo.
PARTY_SET_ATTACKER	Constituir como atacante.
PARTY_SET_BERSERKER	Constituir como Berserker.
PARTY_SET_BUFFER	Constituir como bloqueador.
PARTY_SET_DEFENDER	Constituir como Defensor.
PARTY_SET_NORMAL	Retirar ajustes.
PARTY_SET_SKILL_MASTER	Constituir como Maestro de Habilidad.
PARTY_SET_TANKER	Constituir como luchador con hoja.
PARTY_SKILL_ATTACKER	Valor de ataque básico del atacante +%,0f
PARTY_SKILL_BERSERKER	Velocidad de ataque de Berserker +%,0f
PARTY_SKILL_BUFFER	Bloqueador de Duración de Habilidad +%,0f
PARTY_SKILL_DEFENDER	Defensa defensor +%,0f
PARTY_SKILL_HP_REGEN	HP Regeneración +%,0f%%
PARTY_SKILL_PARTY_AREA	Alcance del grupo +%d%%
PARTY_SKILL_SKILL_MASTER	Max. SP Maesto de Habilidad +%,0f
PARTY_SKILL_SP_REGEN	SP Regeneración +%,0f%%
PARTY_SKILL_TANKER	Max. HP Luchador con hoja +%,0f
PARTY_SKILL_WARP	Posible llamar a miembros de grupo
PASSWORD_TITLE	Guardar Contraseña
PICK_ITEM_TITLE	Número del Objeto
PICK_MONEY_TITLE	Suma
PRIVATE_SHOP_CANNOT_SELL_ITEM	No puedes vender este objeto en la tienda privada.
PRIVATE_SHOP_CLOSE_QUESTION	¿Deseas cerrar la tienda privada?
PRIVATE_SHOP_INPUT_NAME_DIALOG_TITLE	Nombre de la tienda privada.
OFFLINE_SHOP_INPUT_NAME_DIALOG_TITLE	Offline Store Name
PRIVATE_SHOP_INPUT_PRICE_DIALOG_TITLE	Precio
PVP_NEW_GOOD4	Ritterlich
PVP_NEW_GOOD3	Legende
PVP_NEW_GOOD2	Exzellent
PVP_NEW_GOOD1	Ordnungshüter
PVP_LEVEL0	Chivalric
PVP_LEVEL1	Noble
PVP_LEVEL2	Bueno
PVP_LEVEL3	Amigable
PVP_LEVEL4	Neutral
PVP_LEVEL5	Agresivo
PVP_LEVEL6	Fraudulento
PVP_LEVEL7	Malicioso
PVP_LEVEL8	Cruel
PVP_NEW_BAD1	Gewalttätig
PVP_NEW_BAD2	Brutal
PVP_NEW_BAD3	Krank
PVP_NEW_BAD4	Grausam
PVP_MODE_GUILD	Modo PvP Gremio activado.
PVP_MODE_KILL	PvP Libre activado.
PVP_MODE_NORMAL	PvP Paz activado.
PVP_MODE_PROTECT	Protección PvP activada.
PVP_MODE_REVENGE	PvP Agresivo activado.
PVP_OPTION_KILL	Libre
PVP_OPTION_NORMAL	Paz
PVP_OPTION_PROTECT	Protección
PVP_OPTION_REVENGE	Hostil
QUEST_APPEND	Nueva misión adquirida.
QUEST_MIN	Min.
QUEST_SEC	Seg.
QUEST_TIMEOVER	Tiempo Expirado
QUEST_UNLIMITED_TIME	Sin límite de tiempo.
QUEST_ZEROSEC	0 Seg.
QUICKSLOT_REGISTER_DISABLE_ITEM	Este objeto no puede añadirse en el Campo de Acceso Rápido.
RECEIVE_MESSAGE	%s te ha enviado un mensaje.
REFINE_COST	Coste por Mejora: %d Yang
REFINE_DESTROY_WARNING	Este objeto puede ser destruido en la mejora.
REFINE_DESTROY_WARNING_WITH_BONUS_PERCENT_1	Esto aumentará la probabilidad de mejorar.
REFINE_DESTROY_WARNING_WITH_BONUS_PERCENT_2	pero si fallas el artículo será destruido. ¿Deseas continuar?
REFINE_DOWN_GRADE_WARNING	El objeto puede ser degradado así.
REFINE_DO_YOU_SEPARATE_METIN	¿Deseas extraer la piedra Espiritu?
REFINE_FAILURE	Has fallado.
REFINE_FAILURE_CAN_NOT_ATTACH0	%s cannot be attached to this item.
REFINE_FAILURE_EQUIP_ITEM	No puedes mejorar un objeto equipado.
REFINE_FAILURE_METIN_INSEPARABLE_ITEM	No hay ninguna piedra que pueda ser extraída.
REFINE_FAILURE_NEED_BETTER_SCROLL	Necesitas un mejor Pergamino de Avance.
REFINE_FAILURE_NO_GOLD_SOCKET	No hay socket de oro para incluir %s .
REFINE_FAILURE_NO_MORE_SOCKET	No puedes hacer más sockets.
REFINE_FAILURE_NO_SOCKET0	No hay socket para incluir %s.
REFINE_FAILURE_SOCKET_DISABLE_ITEM	No puedes hacer más sockets en este objeto.
REFINE_FAILURE_UPGRADE_DISABLE_ITEM	Este objeto no puede ser mejorado.
REFINE_SUCCESS	La mejora del objeto se ha realizado con éxito.
REFINE_SUCCESS_PROBALITY	Probabilidad de mejora %d%%
REFINE_WARNING2	¿Deseas continuar?
SAFEBOX_ERROR	Has introducido una contraseña incorrecta.
SAFEBOX_SELL_DISABLE_SAFEITEM	No puedes vender ninguno de los objetos guardados.
SAFEBOX_WRONG_PASSWORD	Las contraseñas deben ser idénticas.
SCREENSHOT_SAVE1	está guardada en
SCREENSHOT_SAVE2	Archivo de captura de pantalla.
SCREENSHOT_SAVE_FAILURE	Guardado de captura de pantalla fallado.
SECOND	Seg
SELECT_CAN_NOT_DELETE	No puedes borrar este personaje.
SELECT_CHANGED_NAME	Has cambiado el nombre del personaje.
SELECT_CHANGE_FAILURE_ALREADY_EXIST_NAME	El nombre del personaje ya existe.
SELECT_CHANGE_FAILURE_STRANGE_INDEX	Prueba de nuevo.
SELECT_CHANGE_FAILURE_STRANGE_NAME	Eso
SELECT_CHANGE_NAME_TITLE	Cambiar nombre de personaje.
SELECT_DELEING	El personaje será borrado.
SELECT_DELETED	Borrado con éxito.
SELECT_DO_YOU_DELETE_REALLY	¿Deseas continuar?
SELECT_EMPTY_SLOT	Este es un campo vacio.
SELECT_GM_NAME	GM
SELECT_INPUT_CHANGING_NAME	Intruducir un nuevo nombre de personaje.
SELECT_NOT_JOIN_GUILD	Sin Gremio
SHOP_BUY_INFO	Puedes compar un objeto en una tienda eligiéndolo en la ventana.
SHOP_CANNOT_SELL_EQUIPMENT	No puedes vender el objeto equipado.
SHOP_CANNOT_SELL_ITEM	Este objeto no puede venderse.
SHOP_ERROR_UNKNOWN	Error de Tienda desconocido: %s
SHOP_INVALID_POS	Este objeto no puede ser usado aquí.
SHOP_INVENTORY_FULL	Tu inventario está lleno.
SHOP_NOT_ENOUGH_MONEY	No tienes suficiente Yang
SHOP_NOT_ENOUGH_MONEY_EX	You do not have enough Yang.
SHOP_SELL_INFO	Elige el artículo a vender en la ventana de inventario.
SHOP_SOLDOUT	Vendido
SHOT_ERROR_UNKNOWN	Error de Ataque a larga distancia desconocido: %s
SKILL_BOHO	Reflectar
SKILL_BUDONG	no se usa más
SKILL_CANNOT_LEVEL_UP_ANYMORE_BY_BOOK	Necesitas EXP para aprender esta habilidad
SKILL_CANNOT_LEVEL_UP_ANYMORE_BY_STAT	Necesitas un Libro para aprender esta habilidad.
SKILL_CHEONGEUN	Cuerpo Fuerte.
SKILL_CRITICAL	Golpe Crítico
SKILL_ENCHANT_POISON	Aplicar veneno
SKILL_EUNHYEONG	Camuflaje
SKILL_FAINT	Apagón
SKILL_FIND_TRAP	Trampa de búsqueda
SKILL_FIRE	Fuego permanente
SKILL_FISHMIND	Esfera de pez es usada
SKILL_GAMJI	Capturar
SKILL_GEOMGYEONG	Aura de espada
SKILL_GEONGON	SKILL_GEONGON no se usa más
SKILL_GICHEON	Ayuda del Dragón
SKILL_GIGONG	Rotación de Chi
SKILL_GONGPO	Miedo
SKILL_GRADE_NAME_GRAND_MASTER	%s Gran Master
SKILL_GRADE_NAME_MASTER	%s Master
SKILL_GRADE_NAME_PERFECT_MASTER	%s Master Perfecto
SKILL_GRADE_NAME_LEGENDARY_MASTER	%s Legendary Master
SKILL_GROUP_ASSASSIN_1	Hoja
SKILL_GROUP_ASSASSIN_2	Arco
SKILL_GROUP_HORSE	Equitación
SKILL_GROUP_SHAMAN_1	Dragón
SKILL_GROUP_SHAMAN_2	Curación
SKILL_GROUP_SURA_1	Arma
SKILL_GROUP_SURA_2	Magia
SKILL_GROUP_WARRIOR_1	Cuerpo
SKILL_GROUP_WARRIOR_2	Mental
SKILL_GROUP_WOLFMAN	Skills
SKILL_GWIGEOM	Hoja encantada
SKILL_GYEONGGONG	Camino pluma
SKILL_HEUKSIN	Protección oscura
SKILL_HOSIN	Bendición
SKILL_HWAYEOM	SKILL_HWAYEOM no se usa más
SKILL_HYEOLMA	SKILL_HYEOLMA no se usa más.
SKILL_INC_ATKSPD	Aumenta la velocidad de ataque
SKILL_INC_MOVSPD	Aumenta la velocidad de movimiento
SKILL_INMA	SKILL_INMA no se usa más
SKILL_JEOJU	Maldición
SKILL_JEONGEOP	Curación
SKILL_JEONGWI	Berserk
SKILL_JEONSINBANGEO	Defensa total
SKILL_JEONSINGONGGYEOK	Ataque total
SKILL_JEUNGCHE	SKILL_JEUNGCHE No se usa más
SKILL_JEUNGHON	SKILL_JEUNGHON No se usa más
SKILL_JEUNGRYEOK	Ataque +
SKILL_JEUNGSOK	Velocidad +
SKILL_JIGAM	SKILL_JIGAM No se usa más
SKILL_JIPJUNG	SKILL_JIPJUNG No se usa más
SKILL_JUMAGAP	Armadura encantada
SKILL_JUMAGEOM	SKILL_JUMAGEOM No se usa más
SKILL_KWAEGEOM	SKILL_KWAEGEOM No se usa más
SKILL_KWAESOK	Velocidad
SKILL_LEGBOUND	SKILL_LEGBOUND No se usa más
SKILL_MUSA	SKILL_MUSA No se usa más
SKILL_MUYEONG	Espíritu de la llama
SKILL_NEED_EMPTY_BOTTLE	No tengo una botella vacia.
SKILL_NEED_POISON_BOTTLE	No tengo una botella de veneno
SKILL_ONLY_FOR_GUILD_WAR	Sólo puedes usar esta habilidad durante una Guerra de Gremios.
SKILL_PABEOP	Hechizo neutralizador
SKILL_POWERFUL_STRIKE	Ataque deslumbrante
SKILL_SEOMGWANG	Bomba Relámpago
SKILL_SINCHAK	SKILL_SINCHAK No se usa más
SKILL_SLEEP	Dormir
SKILL_SLOW	Retardo
SKILL_STUN	Apagón
SKILL_SUHO	Guardar
SKILL_SUMMON_DESCRIPTION	Probabilidad de evocación: %d%%
SKILL_TOOLTIP_INT	Inteligencia
SKILL_TOOLTIP_LEVEL	Nivel
SKILL_TOXICDIE	Envenenamiento
SKILL_TOXICPOWER	Valor de ataque venenoso aumentado
SKILL_TUSOK	Golpe fantasma
SKILL_WONSIN	SKILL_WONSIN no se usa más
SKILL_YONGSIN	SKILL_YONGSIN no se usa más
STAT_MINUS_CON	Ajuste de energía de vida (Resto de probabilidad: %d)
STAT_MINUS_DEX	Ajuste de destreza (Resto de probabilidad: %d)
STAT_MINUS_INT	Ajuste de inteligencia (Resto de probabilidad: %d)
STAT_MINUS_STR	Ajuste de fuerza (Resto de probabilidad: %d)
STAT_TOOLTIP_CON	HP y defensa fueron mejorados.
STAT_TOOLTIP_DEX	Precisión y Evasión fueron mejorados.
STAT_TOOLTIP_INT	MP y poder mágico serán mejorados.
STAT_TOOLTIP_STR	Valor de ataque mejorado.
SYMBOLLIST_TITLE	Registrar bandera de gremio
SYSTEM_OPTION_CPU_TILING_1	El modo sin superposición de la CPU puede mejorar la velocidad de un PC más débil.
SYSTEM_OPTION_CPU_TILING_2	Si hay problemas con los gráficos selecciona 'Opción del Sistema' o 'CONFIG.exe‘
SYSTEM_OPTION_CPU_TILING_3	y cambia a Modo GPU Sin Superposición.
SYSTEM_OPTION_GPU_TILING_1	El Modo GPU Sin Superposición puede ir lento en un PC débil.
SYSTEM_OPTION_GPU_TILING_2	Si tienes problemas con los gráficos elige 'Opción del Sistema' o 'CONFIG.exe'
SYSTEM_OPTION_GPU_TILING_3	y cambia a Modo GPU Sin Superposición
SYSTEM_OPTION_TILING_EXIT	Para cambiar al Modo Sin Superposición debe reiniciarse el juego.
TARGET_BUTTON_ACCEPT_FIGHT	Aceptar
TARGET_BUTTON_AVENGE	Vengar
TARGET_BUTTON_BUILDING_DESTROY	Destruir
TARGET_BUTTON_DISMOUNT	Desmontar
TARGET_BUTTON_EMOTION_ALLOW	Emociones
TARGET_BUTTON_EXCHANGE	Comercio
TARGET_BUTTON_EXCLUDE	Excluir
TARGET_BUTTON_EXIT_OBSERVER	Finalizar modo observador
TARGET_BUTTON_FIGHT	Duelo
TARGET_BUTTON_FRIEND	Amigo
TARGET_BUTTON_INVITE_GUILD	Invitación de Gremio
TARGET_BUTTON_INVITE_PARTY	Invitación de Grupo
TARGET_BUTTON_LEAVE_PARTY	Salir del Grupo
TARGET_BUTTON_REQUEST_ENTER_PARTY	Entrar en grupo
TARGET_BUTTON_VIEW_EQUIPMENT	Armadura
TARGET_BUTTON_WHISPER	Conversación
TARGET_LEVEL_BOSS	Jefe
TARGET_LEVEL_KING	Nivel 5.
TARGET_LEVEL_KNIGHT	Nivel 3.
TARGET_LEVEL_PAWN	Nivel 1.
TARGET_LEVEL_S_KNIGHT	Nivel 4.
TARGET_LEVEL_S_PAWN	Nivel 2.
TASKBAR_ATTACK	Ataque
TASKBAR_AUTO	Automático
TASKBAR_CAMERA	Cámara
TASKBAR_EXP	Experiencia
TASKBAR_HP	HP
TASKBAR_MOVE	Mover
TASKBAR_SKILL	Habilidad
TASKBAR_SP	SP
TASKBAR_ST	AP
THING_COUNT	todo
TOOLTIP_ANTI_SELL	No puede ser vendido en un almacén.
TOOLTIP_APPLY_ATTBONUS_ANIMAL	Fuerza contra Animales +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_ASSASSIN	Fuerza contra Ninjas +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_DEVIL	Fuerza contra Demonio +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_HUMAN	Fuerza contra Medio Humanos +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_MILGYO	Fuerza contra Místicos +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_MONSTER	Fuerza contra Monstruo +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_ORC	Fuerza contra Orcos +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_SHAMAN	Fuerza contra Chamanes +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_SURA	Fuerza contra Sura +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_UNDEAD	Fuerza contra Nomuerto +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_WARRIOR	Fuerza contra Guerrero +%d%%	SA
TOOLTIP_APPLY_BLOCK	Probabilidad de bloquear Ataques al Cuerpo %d%%	SA
TOOLTIP_APPLY_COMBAT_SP_RECOVER	Recuperar SP cada 5 segundos en una Batalla %d	SA
TOOLTIP_APPLY_CRITICAL_PCT	%d%% Probabilidad de Golpes críticos	SA
TOOLTIP_APPLY_DAMAGE_SP_RECOVER	%d%% Probabilidad de recuperar SP al golpear	SA
TOOLTIP_APPLY_DODGE	Probabilidad de evitar Flechas %d%%	SA
TOOLTIP_APPLY_EXP_DOUBLE_BONUS	%d%% Probabilidad de bonus EXP	SA
TOOLTIP_APPLY_GOLD_DOUBLE_BONUS	%d%% Proibabilidad de caer doble Yang	SA
TOOLTIP_APPLY_IMMUNE_FALL	Inmune contra caídas.	SNA
TOOLTIP_APPLY_IMMUNE_SLOW	Defensa contra retardo	SNA
TOOLTIP_APPLY_IMMUNE_STUN	Defensa contra apagones	SNA
TOOLTIP_APPLY_ITEM_DROP_BONUS	%d%% Probabilidad de caer doble de Objetos	SA
TOOLTIP_APPLY_KILL_HP_RECOVER	%d%% Probabilidad para recuperar HP	SA
TOOLTIP_APPLY_KILL_SP_RECOVER	%d%% Probabilidad para restaurar SP	SA
TOOLTIP_APPLY_MANA_BURN_PCT	%d%% Probabilidad para coger el SP del enemigo	SA
TOOLTIP_APPLY_MAX_HP_PCT	Max. HP +%d%%	SA
TOOLTIP_APPLY_MAX_SP_PCT	Max. SP +%d%% 	SA
TOOLTIP_APPLY_NOAFFECT	Sin efecto.
TOOLTIP_APPLY_NO_DEATH_PENALTY	No se perderán puntos de experiencia si tu personaje revive en el lugar de la muerte.	SNA
TOOLTIP_APPLY_PENETRATE_PCT	%d%% Probabilidad de Golpes de penetración	SA
TOOLTIP_APPLY_POISON_PCT	Probabilidad de envenenar: %d%%	SA
TOOLTIP_APPLY_POISON_REDUCE	Resistencia a Veneno %d%%	SA
TOOLTIP_APPLY_POTION_BONUS	Poción %d%% aumento de efecto	SA
TOOLTIP_APPLY_REFLECT_CURSE	Probabilidad de reflectar Maldición: %d%%	SA
TOOLTIP_APPLY_REFLECT_MELEE	Probabilidad de reflectar Golpe directo al cuerpo: %d%%	SA
TOOLTIP_APPLY_RESIST_ASSASSIN	Opción de defensa contra ataques Ninjas: %d%%	SA
TOOLTIP_APPLY_RESIST_BELL	Defensa Campana %d%%	SA
TOOLTIP_APPLY_RESIST_DAGGER	Defensa Daga %d%%	SA
TOOLTIP_APPLY_RESIST_FAN	Defensa Fan %d%%	SA
TOOLTIP_APPLY_RESIST_SHAMAN	Opción de defensa contra ataques Chamán: %d%%	SA
TOOLTIP_APPLY_RESIST_SURA	Opción de defensa contra ataques Suras: %d%%	SA
TOOLTIP_APPLY_RESIST_SWORD	Defensa Espada %d%%	SA
TOOLTIP_APPLY_RESIST_TWOHAND	Defensa Dos Manos %d%%	SA
TOOLTIP_APPLY_RESIST_WARRIOR	Opción de defensa contra ataques Guerreros: %d%%	SA
TOOLTIP_APPLY_RESIST_WIND	Resistencia Viento %d%%	SA
TOOLTIP_APPLY_SKILL_BOOK_BONUS	Probabilidad de apreder de libros mejorada por factor 2.5 .	SNA
TOOLTIP_APPLY_SKILL_BOOK_NO_DELAY	La Maldición del Fantasma Maléfico puede ser levantada si falla el apredizaje. 	SNA
TOOLTIP_APPLY_SLOW_PCT	Probabilidad de Retardar: %d%%	SA
TOOLTIP_APPLY_STEAL_HP	El daño de %d%% será absorbido por HP.	SA
TOOLTIP_APPLY_STEAL_SP	El daño de %d%% será absorbido por SP.	SA
TOOLTIP_APPLY_STUN_PCT	Probabilidad de un Apagón.: %d%%	SA
TOOLTIP_APPLY_RESIST_SWORD_PEN	Fracture of sword defense %d%%	SA
TOOLTIP_APPLY_RESIST_TWOHAND_PEN	Fracture of two-hand defense %d%%	SA
TOOLTIP_APPLY_RESIST_DAGGER_PEN	Fracture of dagger defense %d%%	SA
TOOLTIP_APPLY_RESIST_BELL_PEN	Breakage of bells defence %d%%	SA
TOOLTIP_APPLY_RESIST_FAN_PEN	Fracture of fan defense %d%%	SA
TOOLTIP_APPLY_RESIST_BOW_PEN	Break of arrow resistance %d%%	SA
TOOLTIP_APPLY_RESIST_ATTBONUS_HUMAN	Resistance to half-human %d%%	SA
TOOLTIP_APPLY_ATTBONUS_ELEC	Force of lightning +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_DARK	Force of Darkness +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_ICE	Force of ice +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_FIRE	Force of Fire +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_EARTH	Force of the Earth +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_WIND	Force of the Wind +%d%%	SA
TOOLTIP_APPLY_RESIST_ICE	Resistance to ice %d%%	SA
TOOLTIP_APPLY_RESIST_EARTH	Resistance to earth %d%%	SA
TOOLTIP_APPLY_RESIST_DARK	Resistance to darkness %d%%	SA
TOOLTIP_APPLY_ANTI_CRITICAL_PCT	Defense against Crit. Hits + %d%%	SA
TOOLTIP_APPLY_ANTI_PENETRATE_PCT	Defense against Pen. Hits +%d%%	SA
TOOLTIP_APPLY_DEFENSE_BONUS	Defense +%d%%	SA
TOOLTIP_ARMOR	Armadura
TOOLTIP_ARROW	Flecha
TOOLTIP_ASSASSIN	Ninja
TOOLTIP_ATT_GRADE	Valor de Ataque +%d	SA
TOOLTIP_ATT_SPEED	Velocidad de Ataque +%d%%	SA
TOOLTIP_AUTO_POTION_HP	Sun Elixir
TOOLTIP_AUTO_POTION_REST	Remainder: %.2f%%
TOOLTIP_AUTO_POTION_SP	Moon Elixir
TOOLTIP_AUTO_POTION_USING	Active
TOOLTIP_BOW_DISTANCE	Alcance de Arco +%dm	SA
TOOLTIP_BUYPRICE	Precio: %s
TOOLTIP_CAST_SPEED	Velocidad de Hechizo +%d%%	SA
TOOLTIP_CON	Energía de Vida +%d	SA
TOOLTIP_DEF_GRADE	Defensa +%d	SA
TOOLTIP_DEX	Destreza +%d	SA
TOOLTIP_EAR	Pendientes
TOOLTIP_ETC	y así sucesivamente
TOOLTIP_FISHINGROD_EXP	Puntos %d / %d
TOOLTIP_FISHINGROD_LEVEL	Nivel: %d
TOOLTIP_FISHINGROD_UPGRADE1	Dárselo al Pescador
TOOLTIP_FISHINGROD_UPGRADE2	para conseguir
TOOLTIP_FISHINGROD_UPGRADE3	aumentar la caña
TOOLTIP_FISH_LEN	Altura: %.2fcm
TOOLTIP_HELMET	Casco
TOOLTIP_HP_REGEN	Regeneración de HP +%d%%	SA
TOOLTIP_INT	Inteligencia +%d	SA
TOOLTIP_ITEM_ATT_GRADE	Valor de Ataque %d
TOOLTIP_ITEM_ATT_POWER	Valor de Ataque %d - %d
TOOLTIP_ITEM_ATT_POWER_ONE_ARG	Valor de Ataque %d
TOOLTIP_ITEM_ATT_POWER_REFINE	Valor de Ataque %d - %d (+%d)
TOOLTIP_ITEM_ATT_SPEED	Velocidad de Ataque %s
TOOLTIP_ITEM_DEF_GRADE	Defensa %d
TOOLTIP_ITEM_FAST	Rápido
TOOLTIP_ITEM_DURABILITY	Shelf life: %2f%%
TOOLTIP_ITEM_LIMIT_CON	Límte superior de Energía Vital: %d
TOOLTIP_ITEM_LIMIT_DEX	Límite superior de Destreza: %d
TOOLTIP_ITEM_LIMIT_INT	Límite superior de Inteligencia: %d
TOOLTIP_ITEM_LIMIT_LEVEL	Desde el nivel: %d
TOOLTIP_ITEM_LIMIT_STR	Límite superior de Fuerza: %d
TOOLTIP_ITEM_MAGIC_ATT_POWER	Valor de Ataque Mágico %d - %d
TOOLTIP_ITEM_MAGIC_ATT_POWER_ONE_ARG	Valor de Ataque Mágico %d
TOOLTIP_ITEM_MAGIC_DEF_POWER	Defensa Mágica %d
TOOLTIP_APPLY_MAGIC_ATTBONUS_PER	Magic attack +%d%%
TOOLTIP_APPLY_MELEE_MAGIC_ATTBONUS_PER	Magic/Melee attack +%d%%
TOOLTIP_ITEM_NORMAL	Normal
TOOLTIP_ITEM_SLOW	Lento
TOOLTIP_ITEM_VERY_FAST	Muy rápido
TOOLTIP_ITEM_VERY_SLOW	Muy lento
TOOLTIP_ITEM_WEARABLE_JOB	[ Equipable ]
TOOLTIP_LOTTERY_STEP_NUMBER	%d
TOOLTIP_LOTTO_NUMBER	Número de la suerte: %d
TOOLTIP_MAGIC_ATT_GRADE	Valor de Ataque Mágico +%d	SA
