1	WARRIOR	Ataque Triplo	Corte Triplo	Golpe Triplo Mortal	Corta o inimigo com a velocidade de um relâmpago.	Ataque Frontal de 3 Golpes	Ataque a Múltiplos Alvos			ATTACK_SKILL|NEED_TARGET|WEAPON_LIMITATION	SWORD|TWO_HANDED	samyeon	1	4			Poder de Ataque Total %.0f-%.0f	-(1.1*atk+(0.5*atk+1.5*str)*k)	-(1.1*atk+(0.5*atk+1.5*str)*k) 	
2	WARRIOR	Espada Rotativa	Espada Dançante	Ciclone	Gira a espada para atacares vários inimigos.	Ataque Residual Frontal	Ataque a Múltiplos Alvos			ATTACK_SKILL|CAN_CHANGE_DIRECTION|WEAPON_LIMITATION	SWORD|TWO_HANDED	palbang	2	4			Poder de Ataque %.0f-%.0f	-(3*atk+(0.8*atk+str*5+dex*3+con)*k)	-(3*atk+(0.8*atk+str*5+dex*3+con)*k) 	
3	WARRIOR	Berserk	Fury	Frenzy	You focus exclusively on attacking.	Attack speed is increased	Increases movement speed	Reduces enemy block chance		STANDING_SKILL		jeongwi	3	4			Attack Speed +%.0f%%	50 * SkillPoint		Movement Speed +%.0f%%	20 * SkillPoint		Ignore block +%.0f%%	max(0, sklv - 30)	
4	WARRIOR	Aura da Espada	Espada Espiritual	Espada Fantasma	O valor de ataque é aumentado por um determinado período de tempo.	O valor de ataque é aumentado				STANDING_SKILL|WEAPON_LIMITATION	SWORD|TWO_HANDED	geomgyeong	4	4			Poder de Ataque +%.0f	(100 + STR) * SkillPoint	 		
226	PASSIVE	Guarda da Flecha de Fogo			Reduz o dano infligido pela Flecha de Fogo	Resistęncia ŕ Flecha de Fogo				PASSIVE		p_hwajo					Defesa contra Flecha de Fogo +%.1f%%	24*k			
227	PASSIVE	Guarda do Ataque Obscuro			Reduz o dano infligido pelo Ataque Obscuro	Resistęncia ao Ataque Obscuro				PASSIVE		p_maryeong					Defesa contra Ataque Obscuro +%.1f%%	24*k			
228	PASSIVE	Conjure up lightning-counterattack			Summoning damage by lightning is reduced	Summon resistance to Lightning				PASSIVE		p_byeorak					Verteidigung gegen Blitz heraufbeschwören +%.1f%%	24*k			
229	PASSIVE	Guarda do Sopro do Lobo			Reduz o dano infligido pelo Sopro do Lobo	Resistęncia ao Sopro do Lobo				PASSIVE		p_salpoong					Defesa contra Sopro do Lobo +%.1f%%	24*k			
236	PASSIVE	Reforço da Espada Rotativa			O poder de ataque das vértebras da espada é aumentado	Fortalecimento das vértebras da espada				PASSIVE		pp_palbang					Reforço +%.1f%%	16*k			
237	PASSIVE	Reforço da Emboscada			O poder de ataque da emboscada é aumentado	Reforço da emboscada				PASSIVE		pp_amseup					Reforço +%.1f%%	16*k			
238	PASSIVE	Reforço do Ataque do Dedo			O poder do ataque do curso do dedo é aumentado	Reforço do curso do dedo				PASSIVE		pp_swaeryeong					Reforço +%.1f%%	16*k			
239	PASSIVE	Dragon shooting boost			O poder do ataque do tiro do dragão é aumentado	Reforço do tiro do dragão				PASSIVE		pp_yongpa					Reforço +%.1f%%	16*k			
240	PASSIVE	Reforço do Ataque Espiritual			O poder do ataque do perfurador é aumentado	Reforço do perfurador				PASSIVE		pp_gigongcham					Reforço +%.1f%%	16*k			
241	PASSIVE	Reforço da Flecha de Fogo			O poder de ataque da seta de fogo é aumentado	Reforço da seta de fogo				PASSIVE		pp_hwajo					Reforço +%.1f%%	16*k			
242	PASSIVE	Reforço do Ataque Obscuro			Poder de ataque de greve mais escura é aumentado	Reforço da greve escura				PASSIVE		pp_maryeong					Reforço +%.1f%%	16*k			
243	PASSIVE	Flash conjure-boost			Poder de ataque de convocação de aumentos de relâmpago	Evocar o reforço do relâmpago				PASSIVE		pp_byeorak					Reforço +%.1f%%	16*k			
166	PASSIVE	Sword Spin Ward			Reduces incomming damage from Sword Spin.					PASSIVE		swordspin_ward					Reduces damage by %.0f%%	1+15.2*k			
167	PASSIVE	Ambush Ward			Reduces incomming damage from Ambush.					PASSIVE		ambush_ward					Reduces damage by %.0f%%	1+15.2*k			
168	PASSIVE	Finger Strike Ward			Reduces incomming damage from Finger Strike.					PASSIVE		fingerstrike_ward					Reduces damage by %.0f%%	1+15.2*k			
169	PASSIVE	Shooting Dragon Ward			Reduces incomming damage from Shooting Dragon.					PASSIVE		shootingdragon_ward					Reduces damage by %.0f%%	1+15.2*k			
170	PASSIVE	Spirit Strike Ward			Reduces incomming damage from Spirit Strike.					PASSIVE		spiritstrike_ward					Reduces damage by %.0f%%	1+15.2*k			
171	PASSIVE	Fire Arrow Ward			Reduces incomming damage from Fire Arrow.					PASSIVE		firearrow_ward					Reduces damage by %.0f%%	1+15.2*k			
172	PASSIVE	Dark Strike Ward			Reduces incomming damage from Strike.					PASSIVE		darkstrike_ward					Reduces damage by %.0f%%	1+15.2*k			
173	PASSIVE	Summon Lightning Ward			Reduces incomming damage from Summon Lightning.					PASSIVE		summonlightning_ward					Reduces damage by %.0f%%	1+15.2*k			
174	PASSIVE	Sword Spin Boost			Increases outgoing damage of Sword Spin.					PASSIVE		swordspin_boost					Reduces damage by %.0f%%	1+15.2*k			
175	PASSIVE	Ambush Boost			Increases outgoing damage of Ambush.					PASSIVE		ambush_boost					Reduces damage by %.0f%%	1+15.2*k			
176	PASSIVE	Finger Strike Boost			Increases outgoing damage of Finger Strike.					PASSIVE		fingerstrike_boost					Reduces damage by %.0f%%	1+15.2*k			
177	PASSIVE	Shooting Dragon Boost			Increases outgoing damage of Shooting Dragon.					PASSIVE		shootingdragon_boost					Reduces damage by %.0f%%	1+15.2*k			
178	PASSIVE	Spirit Strike Boost			Increases outgoing damage of Spirit Strike.					PASSIVE		spiritstrike_boost					Reduces damage by %.0f%%	1+15.2*k			
179	PASSIVE	Fire Arrow Boost			Increases outgoing damage of Fire Arrow.					PASSIVE		firearrow_boost					Reduces damage by %.0f%%	1+15.2*k			
180	PASSIVE	Dark Strike Boost			Increases outgoing damage of Strike.					PASSIVE		darkstrike_boost					Reduces damage by %.0f%%	1+15.2*k			
181	PASSIVE	Summon Lightning Boost			Increases outgoing damage of Summon Lightning.					PASSIVE		summonlightning_boost					Reduces damage by %.0f%%	1+15.2*k			
165	SUPPORT	Skill Duration			Increase Skill Duration (max 600).					CANNOT_LEVEL_UP|PASSIVE|TOGGLE		duration					Skill Duration +%.0f	4.8*(100*k)			
